test_item_id|test_class_id|parent_id|test_item_set_section_id|item_name
20268|3|20218|20218|Anti-roll bars
20268|4|20218|20218|Anti-roll bars
20268|5|20218|20218|Anti-roll bars
20268|7|20218|20218|Anti-roll bars
20269|3|20268|20218|Anti-roll bar
20269|4|20268|20218|Anti-roll bar
20269|5|20268|20218|Anti-roll bar
20269|7|20268|20218|Anti-roll bar
20270|3|20268|20218|Attachment bracket and mounting
20270|4|20268|20218|Attachment bracket and mounting
20270|5|20268|20218|Attachment bracket and mounting
20270|7|20268|20218|Attachment bracket and mounting
20271|3|20268|20218|Pins and bushes
20271|4|20268|20218|Pins and bushes
20271|5|20268|20218|Pins and bushes
20271|7|20268|20218|Pins and bushes
20272|3|20268|20218|Linkage
20272|4|20268|20218|Linkage
20272|5|20268|20218|Linkage
20272|7|20268|20218|Linkage
20273|3|20268|20218|Linkage pins and bushes
20273|4|20268|20218|Linkage pins and bushes
20273|5|20268|20218|Linkage pins and bushes
20273|7|20268|20218|Linkage pins and bushes
20274|3|20218|20218|Sub-frames
20274|4|20218|20218|Sub-frames
20274|5|20218|20218|Sub-frames
20274|7|20218|20218|Sub-frames
20275|3|20274|20218|Sub-frame
20275|4|20274|20218|Sub-frame
20275|5|20274|20218|Sub-frame
20275|7|20274|20218|Sub-frame
20276|3|20274|20218|Attachment bracket and mounting
20276|4|20274|20218|Attachment bracket and mounting
20276|5|20274|20218|Attachment bracket and mounting
20276|7|20274|20218|Attachment bracket and mounting
20277|3|20274|20218|Pins and bushes
20277|4|20274|20218|Pins and bushes
20277|5|20274|20218|Pins and bushes
20277|7|20274|20218|Pins and bushes
20278|3|20218|20218|Other suspension component
20278|4|20218|20218|Other suspension component
20278|5|20218|20218|Other suspension component
20278|7|20218|20218|Other suspension component
20279|3|20278|20218|Other suspension component
20279|4|20278|20218|Other suspension component
20279|5|20278|20218|Other suspension component
20279|7|20278|20218|Other suspension component
20280|3|20278|20218|Attachment bracket and mounting
20280|4|20278|20218|Attachment bracket and mounting
20280|5|20278|20218|Attachment bracket and mounting
20280|7|20278|20218|Attachment bracket and mounting
20281|3|20278|20218|Pins and bushes
20281|4|20278|20218|Pins and bushes
20281|5|20278|20218|Pins and bushes
20281|7|20278|20218|Pins and bushes
20282|3|20218|20218|Air/gas/fluid suspension
20282|4|20218|20218|Air/gas/fluid suspension
20282|5|20218|20218|Air/gas/fluid suspension
20282|7|20218|20218|Air/gas/fluid suspension
20283|3|20282|20218|Operation
20283|4|20282|20218|Operation
20283|5|20282|20218|Operation
20283|7|20282|20218|Operation
20284|3|20282|20218|Suspension unit
20284|4|20282|20218|Suspension unit
20284|5|20282|20218|Suspension unit
20284|7|20282|20218|Suspension unit
20285|3|20282|20218|Accumulator
20285|4|20282|20218|Accumulator
20285|5|20282|20218|Accumulator
20285|7|20282|20218|Accumulator
20286|3|20282|20218|Bellows
20286|4|20282|20218|Bellows
20286|5|20282|20218|Bellows
20286|7|20282|20218|Bellows
20287|3|20282|20218|Levelling valve
20287|4|20282|20218|Levelling valve
20287|5|20282|20218|Levelling valve
20287|7|20282|20218|Levelling valve
20288|3|20282|20218|Pipes
20288|4|20282|20218|Pipes
20288|5|20282|20218|Pipes
20288|7|20282|20218|Pipes
20289|3|20282|20218|Other components
20289|4|20282|20218|Other components
20289|5|20282|20218|Other components
20289|7|20282|20218|Other components
20307|3|20218|20218|Component mounting prescribed areas
20307|4|20218|20218|Component mounting prescribed areas
20307|5|20218|20218|Component mounting prescribed areas
20307|7|20218|20218|Component mounting prescribed areas
20308|3|20236|20218|Spring mounting prescribed areas
20308|4|20236|20218|Spring mounting prescribed areas
20308|5|20236|20218|Spring mounting prescribed areas
20308|7|20236|20218|Spring mounting prescribed areas
20309|3|20274|20218|Sub-frame mounting prescribed areas
20309|4|20274|20218|Sub-frame mounting prescribed areas
20309|5|20274|20218|Sub-frame mounting prescribed areas
20309|7|20274|20218|Sub-frame mounting prescribed areas
20310|3|0|20310|Body, chassis, structure
20310|4|0|20310|Body, chassis, structure
20310|5|0|20310|Body, chassis, structure
20310|7|0|20310|Body, chassis, structure
20311|3|20310|20310|Integral vehicle structure
20311|4|20310|20310|Integral vehicle structure
20311|5|20310|20310|Integral vehicle structure
20311|7|20310|20310|Integral vehicle structure
20312|3|20310|20310|Chassis
20312|4|20310|20310|Chassis
20312|5|20310|20310|Chassis
20312|7|20310|20310|Chassis
20314|3|20311|20310|Sub-frame
20314|4|20311|20310|Sub-frame
20314|5|20311|20310|Sub-frame
20314|7|20311|20310|Sub-frame
20315|3|20310|20310|Exhaust system
20315|4|20310|20310|Exhaust system
20315|5|20310|20310|Exhaust system
20315|7|20310|20310|Exhaust system
20316|3|20310|20310|Fuel system
20316|4|20310|20310|Fuel system
20316|5|20310|20310|Fuel system
20316|7|20310|20310|Fuel system
20317|3|20316|20310|Tank
20317|4|20316|20310|Tank
20317|5|20316|20310|Tank
20317|7|20316|20310|Tank
20318|3|20316|20310|Hose
20318|4|20316|20310|Hose
20318|5|20316|20310|Hose
20318|7|20316|20310|Hose
20319|3|20316|20310|Pipe
20319|4|20316|20310|Pipe
20319|5|20316|20310|Pipe
20319|7|20316|20310|Pipe
20320|3|20316|20310|Fuel cap/sealing device
20320|4|20316|20310|Fuel cap/sealing device
20320|5|20316|20310|Fuel cap/sealing device
20320|7|20316|20310|Fuel cap/sealing device
20321|3|20316|20310|System
20321|4|20316|20310|System
20321|5|20316|20310|System
20321|7|20316|20310|System
20322|3|20310|20310|Bumpers
20322|4|20310|20310|Bumpers
20322|5|20310|20310|Bumpers
20322|7|20310|20310|Bumpers
20323|3|20310|20310|Spare wheel
20323|4|20310|20310|Spare wheel
20323|5|20310|20310|Spare wheel
20323|7|20310|20310|Spare wheel
20324|3|20310|20310|Towbar
20324|4|20310|20310|Towbar
20324|5|20310|20310|Towbar
20324|7|20310|20310|Towbar
20327|4|20310|20310|Transmission
20327|5|20310|20310|Transmission
20327|7|20310|20310|Transmission
20328|4|20327|20310|Drive shafts
20328|5|20327|20310|Drive shafts
20328|7|20327|20310|Drive shafts
20329|4|20328|20310|Drive shaft
20329|5|20328|20310|Drive shaft
20329|7|20328|20310|Drive shaft
20330|4|20328|20310|Joints
20330|5|20328|20310|Joints
20330|7|20328|20310|Joints
20331|4|20328|20310|Flexible couplings
20331|5|20328|20310|Flexible couplings
20331|7|20328|20310|Flexible couplings
20332|4|20328|20310|Bearing housing
20332|5|20328|20310|Bearing housing
20332|7|20328|20310|Bearing housing
20333|4|20327|20310|Prop shafts
20333|5|20327|20310|Prop shafts
20333|7|20327|20310|Prop shafts
20334|4|20333|20310|Prop shaft
20334|5|20333|20310|Prop shaft
20334|7|20333|20310|Prop shaft
20335|4|20333|20310|Joints
20335|5|20333|20310|Joints
20335|7|20333|20310|Joints
20336|4|20333|20310|Flexible couplings
20336|5|20333|20310|Flexible couplings
20336|7|20333|20310|Flexible couplings
20337|4|20333|20310|Bearing housing
20337|5|20333|20310|Bearing housing
20337|7|20333|20310|Bearing housing
20338|4|20327|20310|Halfshafts
20338|5|20327|20310|Halfshafts
20338|7|20327|20310|Halfshafts
20339|4|20327|20310|Chains
20339|5|20327|20310|Chains
20339|7|20327|20310|Chains
20340|4|20327|20310|Belts
20340|5|20327|20310|Belts
20340|7|20327|20310|Belts
20341|4|20310|20310|Engine mounting
20341|5|20310|20310|Engine mounting
20341|7|20310|20310|Engine mounting
20342|3|20310|20310|Body
20342|4|20310|20310|Body
20342|5|20310|20310|Body
20342|7|20310|20310|Body
20345|3|20310|20310|Load security
20345|4|20310|20310|Load security
20345|5|20310|20310|Load security
20345|7|20310|20310|Load security
20347|3|20345|20310|Tailgate
20347|4|20345|20310|Tailgate
20347|5|20345|20310|Tailgate
20347|7|20345|20310|Tailgate
20348|3|20345|20310|Loading door
20348|4|20345|20310|Loading door
20348|5|20345|20310|Loading door
20348|7|20345|20310|Loading door
20349|3|20345|20310|Dropside
20349|4|20345|20310|Dropside
20349|5|20345|20310|Dropside
20349|7|20345|20310|Dropside
20350|3|20345|20310|Access panel
20350|4|20345|20310|Access panel
20350|5|20345|20310|Access panel
20350|7|20345|20310|Access panel
20352|3|20310|20310|Doors
20352|4|20310|20310|Doors
20352|5|20310|20310|Doors
20352|7|20310|20310|Doors
20353|3|20352|20310|Driver's door
20353|4|20352|20310|Driver's door
20353|5|20352|20310|Driver's door
20353|7|20352|20310|Driver's door
20354|3|20352|20310|Front passenger's door
20354|4|20352|20310|Front passenger's door
20354|5|20352|20310|Front passenger's door
20354|7|20352|20310|Front passenger's door
20355|3|20352|20310|Other passenger's door
20355|4|20352|20310|Other passenger's door
20355|5|20352|20310|Other passenger's door
20355|7|20352|20310|Other passenger's door
20356|3|20310|20310|Floor
20356|4|20310|20310|Floor
20356|5|20310|20310|Floor
20356|7|20310|20310|Floor
20357|3|20310|20310|Seats
20357|4|20310|20310|Seats
20357|5|20310|20310|Seats
20357|7|20310|20310|Seats
20358|3|20357|20310|Driver's seat
20358|4|20357|20310|Driver's seat
20358|5|20357|20310|Driver's seat
20358|7|20357|20310|Driver's seat
20359|3|20357|20310|Passenger's seat
20359|4|20357|20310|Passenger's seat
20359|5|20357|20310|Passenger's seat
20359|7|20357|20310|Passenger's seat
20360|5|20310|20310|Driving controls
20361|3|21011|20310|Steps
20361|4|21011|20310|Steps
20361|5|21011|20310|Steps
20361|7|21011|20310|Steps
20362|3|20310|20310|Trikes and quads
20362|4|20310|20310|Trikes and quads
20363|3|20362|20310|Passenger hand grips
20363|4|20362|20310|Passenger hand grips
20364|3|20362|20310|Footrests
20364|4|20362|20310|Footrests
20365|4|0|20365|Speedometer and speed limiter
20365|5|0|20365|Speedometer and speed limiter
20365|7|0|20365|Speedometer and speed limiter
20366|3|0|20366|Seat belts and supplementary restraint systems
20366|4|0|20366|Seat belts and supplementary restraint systems
20366|5|0|20366|Seat belts and supplementary restraint systems
20366|7|0|20366|Seat belts and supplementary restraint systems
20367|3|20366|20366|Seat belts
20367|4|20366|20366|Seat belts
20367|5|20366|20366|Seat belts
20367|7|20366|20366|Seat belts
20368|3|20367|20366|Prescribed areas
20368|4|20367|20366|Prescribed areas
20368|5|20367|20366|Prescribed areas
20368|7|20367|20366|Prescribed areas
20369|3|20367|20366|Attachment
20369|4|20367|20366|Attachment
20369|5|20367|20366|Attachment
20369|7|20367|20366|Attachment
20370|3|20367|20366|Requirements
20370|4|20367|20366|Requirements
20370|5|20367|20366|Requirements
20370|7|20367|20366|Requirements
20371|3|20367|20366|Condition
20371|4|20367|20366|Condition
20371|5|20367|20366|Condition
20371|7|20367|20366|Condition
20372|4|20367|20366|Load limiters
20372|5|20367|20366|Load limiters
20372|7|20367|20366|Load limiters
20373|4|20367|20366|Pre-tensioners
20373|5|20367|20366|Pre-tensioners
20373|7|20367|20366|Pre-tensioners
20374|4|20366|20366|Airbags
20374|5|20366|20366|Airbags
20374|7|20366|20366|Airbags
20375|4|20374|20366|Driver's airbag
20375|5|20374|20366|Driver's airbag
20375|7|20374|20366|Driver's airbag
20376|4|20374|20366|Passenger's airbag
20376|5|20374|20366|Passenger's airbag
20376|7|20374|20366|Passenger's airbag
20377|4|20366|20366|SRS malfunction indicator lamp
20377|5|20366|20366|SRS malfunction indicator lamp
20377|7|20366|20366|SRS malfunction indicator lamp
20378|4|20106|20106|Steering lock
20379|3|20447|20158|Horn
20379|4|20447|20158|Horn
20379|5|20447|20158|Horn
20379|7|20447|20158|Horn
20380|4|20365|20365|Speedometer
20380|5|20365|20365|Speedometer
20380|7|20365|20365|Speedometer
20381|4|20365|20365|Speed limiter
20381|5|20365|20365|Speed limiter
20382|4|20381|20365|Speed limiter
20382|5|20381|20365|Speed limiter
20383|4|20381|20365|Speed limiter plate
20383|5|20381|20365|Speed limiter plate
20384|4|20446|20003|Electronic stability control
20384|5|20446|20003|Electronic stability control
20384|7|20446|20003|Electronic stability control
20385|4|0|20385|Noise, emissions and leaks
20385|5|0|20385|Noise, emissions and leaks
20385|7|0|20385|Noise, emissions and leaks
20386|4|20385|20385|Noise suppression
20386|5|20385|20385|Noise suppression
20386|7|20385|20385|Noise suppression
20387|4|20386|20385|Sound deadening material
20387|5|20386|20385|Sound deadening material
20387|7|20386|20385|Sound deadening material
20388|4|20386|20385|Undertray
20388|5|20386|20385|Undertray
20388|7|20386|20385|Undertray
20389|4|20385|20385|Exhaust emissions
20389|5|20385|20385|Exhaust emissions
20389|7|20385|20385|Exhaust emissions
20390|4|20389|20385|Spark ignition
20390|5|20389|20385|Spark ignition
20390|7|20389|20385|Spark ignition
20391|4|20390|20385|Emission control equipment
20391|5|20390|20385|Emission control equipment
20391|7|20390|20385|Emission control equipment
20392|4|20391|20385|Catalytic converter
20392|5|20391|20385|Catalytic converter
20392|7|20391|20385|Catalytic converter
20393|4|20391|20385|Particulate filter
20393|5|20391|20385|Particulate filter
20393|7|20391|20385|Particulate filter
20394|4|20391|20385|Oxygen sensor
20394|5|20391|20385|Oxygen sensor
20394|7|20391|20385|Oxygen sensor
20395|4|20391|20385|NOx sensor
20395|5|20391|20385|NOx sensor
20395|7|20391|20385|NOx sensor
20396|4|20391|20385|Exhaust gas recirculation valve
20396|5|20391|20385|Exhaust gas recirculation valve
20396|7|20391|20385|Exhaust gas recirculation valve
20397|4|20391|20385|Other emission control equipment
20397|5|20391|20385|Other emission control equipment
20397|7|20391|20385|Other emission control equipment
20398|4|20390|20385|Non catalyst emissions
20398|5|20390|20385|Non catalyst emissions
20398|7|20390|20385|Non catalyst emissions
20399|4|20390|20385|Catalyst emissions
20399|5|20390|20385|Catalyst emissions
20399|7|20390|20385|Catalyst emissions
20400|4|20390|20385|Malfunction indicator lamp
20400|5|20390|20385|Malfunction indicator lamp
20400|7|20390|20385|Malfunction indicator lamp
20401|4|20390|20385|Emissions not tested
20401|5|20390|20385|Emissions not tested
20401|7|20390|20385|Emissions not tested
20402|4|20389|20385|Compression ignition
20402|5|20389|20385|Compression ignition
20402|7|20389|20385|Compression ignition
20403|4|20402|20385|Emission control equipment
20403|5|20402|20385|Emission control equipment
20403|7|20402|20385|Emission control equipment
20404|4|20403|20385|Catalytic converter
20404|5|20403|20385|Catalytic converter
20404|7|20403|20385|Catalytic converter
20405|4|20403|20385|Particulate filter
20405|5|20403|20385|Particulate filter
20405|7|20403|20385|Particulate filter
20406|4|20403|20385|Oxygen sensor
20406|5|20403|20385|Oxygen sensor
20406|7|20403|20385|Oxygen sensor
20407|4|20403|20385|NOx sensor
20407|5|20403|20385|NOx sensor
20407|7|20403|20385|NOx sensor
20408|4|20403|20385|Exhaust gas recirculation valve
20408|5|20403|20385|Exhaust gas recirculation valve
20408|7|20403|20385|Exhaust gas recirculation valve
20409|4|20403|20385|Other emission control equipment
20409|5|20403|20385|Other emission control equipment
20409|7|20403|20385|Other emission control equipment
20410|4|20402|20385|Pre 01/01/1980 visual
20410|5|20402|20385|Pre 01/01/1980 visual
20410|7|20402|20385|Pre 01/01/1980 visual
20411|4|20402|20385|Pre 01/07/2008 Turbo
20411|5|20402|20385|Pre 01/07/2008 Turbo
20411|7|20402|20385|Pre 01/07/2008 Turbo
20412|4|20402|20385|Pre 01/07/2008 Non turbo
20412|5|20402|20385|Pre 01/07/2008 Non turbo
20412|7|20402|20385|Pre 01/07/2008 Non turbo
20413|4|20402|20385|On or after 01/07/2008
20413|5|20402|20385|On or after 01/07/2008
20413|7|20402|20385|On or after 01/07/2008
20414|4|20402|20385|On or after 01/01/2014
20414|5|20402|20385|On or after 01/01/2014
20414|7|20402|20385|On or after 01/01/2014
20415|4|20402|20385|Malfunction indicator lamp
20415|5|20402|20385|Malfunction indicator lamp
20415|7|20402|20385|Malfunction indicator lamp
20416|4|20402|20385|Emissions not tested
20416|5|20402|20385|Emissions not tested
20416|7|20402|20385|Emissions not tested
20417|4|20385|20385|Fluid leaks
20417|5|20385|20385|Fluid leaks
20417|7|20385|20385|Fluid leaks
20418|4|20417|20385|Engine oil leaks
20418|5|20417|20385|Engine oil leaks
20418|7|20417|20385|Engine oil leaks
20419|4|20417|20385|Transmission oil leaks
20419|5|20417|20385|Transmission oil leaks
20419|7|20417|20385|Transmission oil leaks
20420|4|20417|20385|Hydraulic fluid leaks
20420|5|20417|20385|Hydraulic fluid leaks
20420|7|20417|20385|Hydraulic fluid leaks
20421|4|20417|20385|Other leaks
20421|5|20417|20385|Other leaks
20421|7|20417|20385|Other leaks
20422|4|0|20422|Buses and coaches supplementary tests
20422|5|0|20422|Buses and coaches supplementary tests
20423|4|20422|20422|Doors
20423|5|20422|20422|Doors
20424|4|20423|20422|Emergency exits 
20424|5|20423|20422|Emergency exits 
20425|4|20423|20422|Passenger entrance/exit doors
20425|5|20423|20422|Passenger entrance/exit doors
20426|4|20422|20422|Passenger grab handles
20426|5|20422|20422|Passenger grab handles
20427|4|20422|20422|Steps and stairs
20427|5|20422|20422|Steps and stairs
20428|4|20427|20422|Steps
20428|5|20427|20422|Steps
20429|4|20427|20422|Retractable steps
20429|5|20427|20422|Retractable steps
20430|4|20427|20422|Stairs
20430|5|20427|20422|Stairs
20431|4|0|20431|Seat belt installation check
20431|5|0|20431|Seat belt installation check
20432|4|20431|20431|Anchorages
20432|5|20431|20431|Anchorages
20433|4|20431|20431|Belt(s)/padding
20433|5|20431|20431|Belt(s)/padding
20444|3|20003|20003|Mechanical brake components
20444|4|20003|20003|Mechanical brake components
20444|5|20003|20003|Mechanical brake components
20444|7|20003|20003|Mechanical brake components
20445|3|20003|20003|Brake performance
20445|4|20003|20003|Brake performance
20445|5|20003|20003|Brake performance
20445|7|20003|20003|Brake performance
20446|3|20003|20003|ABS / EBS / ESC
20446|4|20003|20003|ABS / EBS / ESC
20446|5|20003|20003|ABS / EBS / ESC
20446|7|20003|20003|ABS / EBS / ESC
20447|3|20158|20158|Electrical equipment
20447|4|20158|20158|Electrical equipment
20447|5|20158|20158|Electrical equipment
20447|7|20158|20158|Electrical equipment
20448|3|0|20448|Road Wheels
20448|4|0|20448|Road Wheels
20448|5|0|20448|Road Wheels
20448|7|0|20448|Road Wheels
20449|3|0|20449|Tyres
20449|4|0|20449|Tyres
20449|5|0|20449|Tyres
20449|7|0|20449|Tyres
20500|3|20237|20218|Shackle bracket
20500|4|20237|20218|Shackle bracket
20500|5|20237|20218|Shackle bracket
20500|7|20237|20218|Shackle bracket
20501|3|20237|20218|Shackle pins and bushes
20501|4|20237|20218|Shackle pins and bushes
20501|5|20237|20218|Shackle pins and bushes
20501|7|20237|20218|Shackle pins and bushes
20502|3|20256|20218|Ball joint
20502|4|20256|20218|Ball joint
20502|5|20256|20218|Ball joint
20502|7|20256|20218|Ball joint
20504|3|20260|20218|Ball joint
20504|4|20260|20218|Ball joint
20504|5|20260|20218|Ball joint
20504|7|20260|20218|Ball joint
20505|3|20264|20218|Ball joint
20505|4|20264|20218|Ball joint
20505|5|20264|20218|Ball joint
20505|7|20264|20218|Ball joint
20506|3|20268|20218|Ball joint
20506|4|20268|20218|Ball joint
20506|5|20268|20218|Ball joint
20506|7|20268|20218|Ball joint
20507|3|20268|20218|Linkage ball joints
20507|4|20268|20218|Linkage ball joints
20507|5|20268|20218|Linkage ball joints
20507|7|20268|20218|Linkage ball joints
20508|3|20274|20218|Ball joint
20508|4|20274|20218|Ball joint
20508|5|20274|20218|Ball joint
20508|7|20274|20218|Ball joint
20509|3|20278|20218|Ball joint
20509|4|20278|20218|Ball joint
20509|5|20278|20218|Ball joint
20509|7|20278|20218|Ball joint
20510|3|20219|20218|Swivel pins and bushes
20510|4|20219|20218|Swivel pins and bushes
20510|5|20219|20218|Swivel pins and bushes
20510|7|20219|20218|Swivel pins and bushes
20511|3|20268|20218|Ball joint dust cover
20511|4|20268|20218|Ball joint dust cover
20511|5|20268|20218|Ball joint dust cover
20511|7|20268|20218|Ball joint dust cover
20512|3|20268|20218|Linkage ball joint dust cover
20512|4|20268|20218|Linkage ball joint dust cover
20512|5|20268|20218|Linkage ball joint dust cover
20512|7|20268|20218|Linkage ball joint dust cover
20513|3|20274|20218|Ball joint dust cover
20513|4|20274|20218|Ball joint dust cover
20513|5|20274|20218|Ball joint dust cover
20513|7|20274|20218|Ball joint dust cover
20514|3|20278|20218|Ball joint dust cover
20514|4|20278|20218|Ball joint dust cover
20514|5|20278|20218|Ball joint dust cover
20514|7|20278|20218|Ball joint dust cover
20515|3|20260|20218|Ball joint dust cover
20515|4|20260|20218|Ball joint dust cover
20515|5|20260|20218|Ball joint dust cover
20515|7|20260|20218|Ball joint dust cover
20516|3|20264|20218|Ball joint dust cover
20516|4|20264|20218|Ball joint dust cover
20516|5|20264|20218|Ball joint dust cover
20516|7|20264|20218|Ball joint dust cover
20517|3|20256|20218|Ball joint dust cover
20517|4|20256|20218|Ball joint dust cover
20517|5|20256|20218|Ball joint dust cover
20517|7|20256|20218|Ball joint dust cover
21001|3|20342|20310|Body condition
21001|4|20342|20310|Body condition
21001|5|20342|20310|Body condition
21001|7|20342|20310|Body condition
21003|3|20342|20310|Mounting fixings
21003|4|20342|20310|Mounting fixings
21003|5|20342|20310|Mounting fixings
21003|7|20342|20310|Mounting fixings
21004|3|20342|20310|Panel
21004|4|20342|20310|Panel
21004|5|20342|20310|Panel
21004|7|20342|20310|Panel
21005|3|20342|20310|Pillar
21005|4|20342|20310|Pillar
21005|7|20342|20310|Pillar
21006|3|20342|20310|Other body component
21006|4|20342|20310|Other body component
21006|5|20342|20310|Other body component
21006|7|20342|20310|Other body component
21007|3|20310|20310|Boot lid
21007|4|20310|20310|Boot lid
21007|5|20310|20310|Boot lid
21007|7|20310|20310|Boot lid
21008|3|21007|20310|Boot lid condition
21008|4|21007|20310|Boot lid condition
21008|5|21007|20310|Boot lid condition
21008|7|21007|20310|Boot lid condition
21009|3|21007|20310|Other boot lid component
21009|4|21007|20310|Other boot lid component
21009|5|21007|20310|Other boot lid component
21009|7|21007|20310|Other boot lid component
21011|3|20310|20310|Cabs
21011|4|20310|20310|Cabs
21011|5|20310|20310|Cabs
21011|7|20310|20310|Cabs
21012|3|21011|20310|Cab condition
21012|4|21011|20310|Cab condition
21012|5|21011|20310|Cab condition
21012|7|21011|20310|Cab condition
21013|3|21011|20310|Mounting fixings
21013|4|21011|20310|Mounting fixings
21013|5|21011|20310|Mounting fixings
21013|7|21011|20310|Mounting fixings
21014|3|21011|20310|Prescribed areas
21014|4|21011|20310|Prescribed areas
21014|5|21011|20310|Prescribed areas
21014|7|21011|20310|Prescribed areas
21015|3|20312|20310|Chassis condition
21015|4|20312|20310|Chassis condition
21015|5|20312|20310|Chassis condition
21015|7|20312|20310|Chassis condition
21016|3|20312|20310|Strengthening plate
21016|4|20312|20310|Strengthening plate
21016|5|20312|20310|Strengthening plate
21016|7|20312|20310|Strengthening plate
21017|3|20312|20310|Prescribed areas
21017|4|20312|20310|Prescribed areas
21017|5|20312|20310|Prescribed areas
21017|7|20312|20310|Prescribed areas
21018|3|20353|20310|Door condition
21018|4|20353|20310|Door condition
21018|5|20353|20310|Door condition
21018|7|20353|20310|Door condition
21019|3|20353|20310|Catch
21019|4|20353|20310|Catch
21019|5|20353|20310|Catch
21019|7|20353|20310|Catch
21020|3|20353|20310|Hinge
21020|4|20353|20310|Hinge
21020|5|20353|20310|Hinge
21020|7|20353|20310|Hinge
21021|3|20353|20310|Pillar
21021|4|20353|20310|Pillar
21021|5|20353|20310|Pillar
21021|7|20353|20310|Pillar
21022|3|20354|20310|Door condition
21022|4|20354|20310|Door condition
21022|5|20354|20310|Door condition
21022|7|20354|20310|Door condition
21023|3|20354|20310|Pillar
21023|4|20354|20310|Pillar
21023|5|20354|20310|Pillar
21023|7|20354|20310|Pillar
21024|3|20354|20310|Hinge
21024|4|20354|20310|Hinge
21024|5|20354|20310|Hinge
21024|7|20354|20310|Hinge
21025|3|20354|20310|Catch
21025|4|20354|20310|Catch
21025|5|20354|20310|Catch
21025|7|20354|20310|Catch
21026|3|20355|20310|Door condition
21026|4|20355|20310|Door condition
21026|5|20355|20310|Door condition
21026|7|20355|20310|Door condition
21027|3|20355|20310|Catch
21027|4|20355|20310|Catch
21027|5|20355|20310|Catch
21027|7|20355|20310|Catch
21028|3|20355|20310|Hinge
21028|4|20355|20310|Hinge
21028|5|20355|20310|Hinge
21028|7|20355|20310|Hinge
21029|3|20355|20310|Pillar
21029|4|20355|20310|Pillar
21029|5|20355|20310|Pillar
21029|7|20355|20310|Pillar
21030|4|20341|20310|Engine mounting condition
21030|5|20341|20310|Engine mounting condition
21030|7|20341|20310|Engine mounting condition
21031|4|20341|20310|Bracket
21031|5|20341|20310|Bracket
21031|7|20341|20310|Bracket
21032|3|20311|20310|Integral vehicle structure condition
21032|4|20311|20310|Integral vehicle structure condition
21032|5|20311|20310|Integral vehicle structure condition
21032|7|20311|20310|Integral vehicle structure condition
21033|3|20311|20310|Strengthening plate
21033|4|20311|20310|Strengthening plate
21033|5|20311|20310|Strengthening plate
21033|7|20311|20310|Strengthening plate
21034|3|20349|20310|Dropside condition
21034|4|20349|20310|Dropside condition
21034|5|20349|20310|Dropside condition
21034|7|20349|20310|Dropside condition
21035|3|20349|20310|Pillar
21035|4|20349|20310|Pillar
21035|7|20349|20310|Pillar
21036|3|20349|20310|Other dropside component
21036|4|20349|20310|Other dropside component
21036|5|20349|20310|Other dropside component
21036|7|20349|20310|Other dropside component
21037|3|20347|20310|Tailgate condition
21037|4|20347|20310|Tailgate condition
21037|5|20347|20310|Tailgate condition
21037|7|20347|20310|Tailgate condition
21038|3|20347|20310|Pillar
21038|4|20347|20310|Pillar
21038|7|20347|20310|Pillar
21039|3|20347|20310|Other tailgate component
21039|4|20347|20310|Other tailgate component
21039|5|20347|20310|Other tailgate component
21039|7|20347|20310|Other tailgate component
21040|3|20310|20310|Passenger compartment
21040|4|20310|20310|Passenger compartment
21040|5|20310|20310|Passenger compartment
21040|7|20310|20310|Passenger compartment
21041|3|20314|20310|Sub-frame condition
21041|4|20314|20310|Sub-frame condition
21041|5|20314|20310|Sub-frame condition
21041|7|20314|20310|Sub-frame condition
21042|3|20314|20310|Strengthening plate
21042|4|20314|20310|Strengthening plate
21042|5|20314|20310|Strengthening plate
21042|7|20314|20310|Strengthening plate
21043|3|20324|20310|Towbar condition
21043|4|20324|20310|Towbar condition
21043|5|20324|20310|Towbar condition
21043|7|20324|20310|Towbar condition
21045|3|20324|20310|Coupling
21045|4|20324|20310|Coupling
21045|5|20324|20310|Coupling
21045|7|20324|20310|Coupling
21046|3|20324|20310|Safety device
21046|4|20324|20310|Safety device
21046|5|20324|20310|Safety device
21046|7|20324|20310|Safety device
21047|3|20324|20310|Other towbar components
21047|4|20324|20310|Other towbar components
21047|5|20324|20310|Other towbar components
21047|7|20324|20310|Other towbar components
21048|3|20324|20310|Vehicle structure
21048|4|20324|20310|Vehicle structure
21048|5|20324|20310|Vehicle structure
21048|7|20324|20310|Vehicle structure
21049|3|20310|20310|Undertray
21049|4|20310|20310|Undertray
21049|5|20310|20310|Undertray
21049|7|20310|20310|Undertray
21050|3|20323|20448|Spare wheel condition
21050|4|20323|20448|Spare wheel condition
21050|5|20323|20448|Spare wheel condition
21050|7|20323|20448|Spare wheel condition
21051|3|20323|20448|Carrier
21051|4|20323|20448|Carrier
21051|5|20323|20448|Carrier
21051|7|20323|20448|Carrier
22000|3|20268|20218|Linkage attachment bracket and mounting
22000|4|20268|20218|Linkage attachment bracket and mounting
22000|5|20268|20218|Linkage attachment bracket and mounting
22000|7|20268|20218|Linkage attachment bracket and mounting
22001|3|20449|20449|Valve stem
22001|4|20449|20449|Valve stem
22001|5|20449|20449|Valve stem
22001|7|20449|20449|Valve stem
22002|3|20324|20310|Vehicle structure
22002|4|20324|20310|Vehicle structure
22002|5|20324|20310|Vehicle structure
