rfr_id|test_class_id|test_item_id|minor_item|rfr_deficiency_category|rfr_desc|rfr_loc_marker|rfr_insp_manual_desc|rfr_advisory_text|test_item_set_section_id
1082|7|5245|N|Pre-EU Directive|inappropriately repaired|Y|A suspension component with an inappropriate or inadequate repair or a modification which has seriously weakened the component.|repaired, but not inappropriately|5190
1083|3|5246|N|Pre-EU Directive|pipe inappropriately repaired|Y|A suspension component with an inappropriate or inadequate repair or a modification which has seriously weakened the component.|pipe repaired, but not inappropriately|5190
1083|4|5246|N|Pre-EU Directive|pipe inappropriately repaired|Y|A suspension component with an inappropriate or inadequate repair or a modification which has seriously weakened the component.|pipe repaired, but not inappropriately|5190
1083|5|5246|N|Pre-EU Directive|pipe inappropriately repaired|Y|A suspension component with an inappropriate or inadequate repair or a modification which has seriously weakened the component.|pipe repaired, but not inappropriately|5190
1083|7|5246|N|Pre-EU Directive|pipe inappropriately repaired|Y|A suspension component with an inappropriate or inadequate repair or a modification which has seriously weakened the component.|pipe repaired, but not inappropriately|5190
1084|3|5259|N|Pre-EU Directive|inappropriately repaired|Y|A suspension component with an inappropriate or inadequate repair or a modification which has seriously weakened the component.|repaired, but not inappropriately|5190
1084|4|5259|N|Pre-EU Directive|inappropriately repaired|Y|A suspension component with an inappropriate or inadequate repair or a modification which has seriously weakened the component.|repaired, but not inappropriately|5190
1084|5|5259|N|Pre-EU Directive|inappropriately repaired|Y|A suspension component with an inappropriate or inadequate repair or a modification which has seriously weakened the component.|repaired, but not inappropriately|5190
1084|7|5259|N|Pre-EU Directive|inappropriately repaired|Y|A suspension component with an inappropriate or inadequate repair or a modification which has seriously weakened the component.|repaired, but not inappropriately|5190
1085|3|5260|N|Pre-EU Directive|modified and seriously weakened|Y|A suspension component with an inappropriate or inadequate repair or a modification which has seriously weakened the component.|modified but not seriously weakened|5190
1085|4|5260|N|Pre-EU Directive|modified and seriously weakened|Y|A suspension component with an inappropriate or inadequate repair or a modification which has seriously weakened the component.|modified but not seriously weakened|5190
1085|5|5260|N|Pre-EU Directive|modified and seriously weakened|Y|A suspension component with an inappropriate or inadequate repair or a modification which has seriously weakened the component.|modified but not seriously weakened|5190
1085|7|5260|N|Pre-EU Directive|modified and seriously weakened|Y|A suspension component with an inappropriate or inadequate repair or a modification which has seriously weakened the component.|modified but not seriously weakened|5190
1086|3|5261|N|Pre-EU Directive|pipe inappropriately repaired|Y|A suspension component with an inappropriate or inadequate repair or a modification which has seriously weakened the component.|pipe repaired, but not inappropriately|5190
1086|4|5261|N|Pre-EU Directive|pipe inappropriately repaired|Y|A suspension component with an inappropriate or inadequate repair or a modification which has seriously weakened the component.|pipe repaired, but not inappropriately|5190
1086|5|5261|N|Pre-EU Directive|pipe inappropriately repaired|Y|A suspension component with an inappropriate or inadequate repair or a modification which has seriously weakened the component.|pipe repaired, but not inappropriately|5190
1086|7|5261|N|Pre-EU Directive|pipe inappropriately repaired|Y|A suspension component with an inappropriate or inadequate repair or a modification which has seriously weakened the component.|pipe repaired, but not inappropriately|5190
1087|3|5273|N|Pre-EU Directive|attachment bracket modified and seriously weakened|Y|A suspension component with an inappropriate or inadequate repair or a modification which has seriously weakened the component.|attachment bracket modified but not seriously weakened|5190
1087|4|5273|N|Pre-EU Directive|attachment bracket modified and seriously weakened|Y|A suspension component with an inappropriate or inadequate repair or a modification which has seriously weakened the component.|attachment bracket modified but not seriously weakened|5190
1087|5|5273|N|Pre-EU Directive|attachment bracket modified and seriously weakened|Y|A suspension component with an inappropriate or inadequate repair or a modification which has seriously weakened the component.|attachment bracket modified but not seriously weakened|5190
1087|7|5273|N|Pre-EU Directive|attachment bracket modified and seriously weakened|Y|A suspension component with an inappropriate or inadequate repair or a modification which has seriously weakened the component.|attachment bracket modified but not seriously weakened|5190
1088|3|5281|N|Pre-EU Directive|inappropriately repaired|Y|A suspension component with an inappropriate or inadequate repair or a modification which has seriously weakened the component.|repaired, but not inappropriately|5190
1088|4|5281|N|Pre-EU Directive|inappropriately repaired|Y|A suspension component with an inappropriate or inadequate repair or a modification which has seriously weakened the component.|repaired, but not inappropriately|5190
1088|5|5281|N|Pre-EU Directive|inappropriately repaired|Y|A suspension component with an inappropriate or inadequate repair or a modification which has seriously weakened the component.|repaired, but not inappropriately|5190
1088|7|5281|N|Pre-EU Directive|inappropriately repaired|Y|A suspension component with an inappropriate or inadequate repair or a modification which has seriously weakened the component.|repaired, but not inappropriately|5190
1089|3|5281|N|Pre-EU Directive|modified and seriously weakened|Y|A suspension component with an inappropriate or inadequate repair or a modification which has seriously weakened the component.|modified but not seriously weakened|5190
1089|4|5281|N|Pre-EU Directive|modified and seriously weakened|Y|A suspension component with an inappropriate or inadequate repair or a modification which has seriously weakened the component.|modified but not seriously weakened|5190
1089|5|5281|N|Pre-EU Directive|modified and seriously weakened|Y|A suspension component with an inappropriate or inadequate repair or a modification which has seriously weakened the component.|modified but not seriously weakened|5190
1089|7|5281|N|Pre-EU Directive|modified and seriously weakened|Y|A suspension component with an inappropriate or inadequate repair or a modification which has seriously weakened the component.|modified but not seriously weakened|5190
1090|3|5283|N|Pre-EU Directive|attachment bracket modified and seriously weakened|Y|A suspension component with an inappropriate or inadequate repair or a modification which has seriously weakened the component.|attachment bracket modified but not seriously weakened|5190
1090|4|5283|N|Pre-EU Directive|attachment bracket modified and seriously weakened|Y|A suspension component with an inappropriate or inadequate repair or a modification which has seriously weakened the component.|attachment bracket modified but not seriously weakened|5190
1090|5|5283|N|Pre-EU Directive|attachment bracket modified and seriously weakened|Y|A suspension component with an inappropriate or inadequate repair or a modification which has seriously weakened the component.|attachment bracket modified but not seriously weakened|5190
1090|7|5283|N|Pre-EU Directive|attachment bracket modified and seriously weakened|Y|A suspension component with an inappropriate or inadequate repair or a modification which has seriously weakened the component.|attachment bracket modified but not seriously weakened|5190
1091|3|5323|N|Pre-EU Directive|attachment bracket/mounting insecure|Y|a suspension component or its attachment bracket or linkage cracked, fractured or insecure||5190
1091|4|5323|N|Pre-EU Directive|attachment bracket/mounting insecure|Y|a suspension component or its attachment bracket or linkage cracked, fractured or insecure||5190
1091|5|5323|N|Pre-EU Directive|attachment bracket/mounting insecure|Y|a suspension component or its attachment bracket or linkage cracked, fractured or insecure||5190
1091|7|5323|N|Pre-EU Directive|attachment bracket/mounting insecure|Y|a suspension component or its attachment bracket or linkage cracked, fractured or insecure||5190
1092|3|5332|N|Pre-EU Directive|ball joint dust cover insecure so that it no longer prevents the ingress of dirt|Y|a ball joint dust cover missing or excessively damaged, deteriorated or insecure to the extent that it would no longer prevent the ingress of dirt etc||5190
1092|4|5332|N|Pre-EU Directive|ball joint dust cover insecure so that it no longer prevents the ingress of dirt|Y|a ball joint dust cover missing or excessively damaged, deteriorated or insecure to the extent that it would no longer prevent the ingress of dirt etc||5190
1092|5|5332|N|Pre-EU Directive|ball joint dust cover insecure so that it no longer prevents the ingress of dirt|Y|a ball joint dust cover missing or excessively damaged, deteriorated or insecure to the extent that it would no longer prevent the ingress of dirt etc||5190
1092|7|5332|N|Pre-EU Directive|ball joint dust cover insecure so that it no longer prevents the ingress of dirt|Y|a ball joint dust cover missing or excessively damaged, deteriorated or insecure to the extent that it would no longer prevent the ingress of dirt etc||5190
1093|3|5342|N|Pre-EU Directive|ball joint dust cover excessively deteriorated so that it no longer prevents the ingress of dirt|Y|a ball joint dust cover missing or excessively damaged, deteriorated or insecure to the extent that it would no longer prevent the ingress of dirt etc|ball joint dust cover deteriorated, but preventing the ingress of dirt|5190
1093|4|5342|N|Pre-EU Directive|ball joint dust cover excessively deteriorated so that it no longer prevents the ingress of dirt|Y|a ball joint dust cover missing or excessively damaged, deteriorated or insecure to the extent that it would no longer prevent the ingress of dirt etc|ball joint dust cover deteriorated, but preventing the ingress of dirt|5190
1093|5|5342|N|Pre-EU Directive|ball joint dust cover excessively deteriorated so that it no longer prevents the ingress of dirt|Y|a ball joint dust cover missing or excessively damaged, deteriorated or insecure to the extent that it would no longer prevent the ingress of dirt etc|ball joint dust cover deteriorated, but preventing the ingress of dirt|5190
1093|7|5342|N|Pre-EU Directive|ball joint dust cover excessively deteriorated so that it no longer prevents the ingress of dirt|Y|a ball joint dust cover missing or excessively damaged, deteriorated or insecure to the extent that it would no longer prevent the ingress of dirt etc|ball joint dust cover deteriorated, but preventing the ingress of dirt|5190
1094|3|5352|N|Pre-EU Directive|ball joint dust cover excessively deteriorated so that it no longer prevents the ingress of dirt|Y|a ball joint dust cover missing or excessively damaged, deteriorated or insecure to the extent that it would no longer prevent the ingress of dirt etc|ball joint dust cover deteriorated, but preventing the ingress of dirt|5190
1094|4|5352|N|Pre-EU Directive|ball joint dust cover excessively deteriorated so that it no longer prevents the ingress of dirt|Y|a ball joint dust cover missing or excessively damaged, deteriorated or insecure to the extent that it would no longer prevent the ingress of dirt etc|ball joint dust cover deteriorated, but preventing the ingress of dirt|5190
1094|5|5352|N|Pre-EU Directive|ball joint dust cover excessively deteriorated so that it no longer prevents the ingress of dirt|Y|a ball joint dust cover missing or excessively damaged, deteriorated or insecure to the extent that it would no longer prevent the ingress of dirt etc|ball joint dust cover deteriorated, but preventing the ingress of dirt|5190
1094|7|5352|N|Pre-EU Directive|ball joint dust cover excessively deteriorated so that it no longer prevents the ingress of dirt|Y|a ball joint dust cover missing or excessively damaged, deteriorated or insecure to the extent that it would no longer prevent the ingress of dirt etc|ball joint dust cover deteriorated, but preventing the ingress of dirt|5190
1095|3|535|N|Pre-EU Directive|ball joint dust cover excessively damaged so that it no longer prevents the ingress of dirt|Y|a ball joint dust cover missing or excessively damaged, deteriorated or insecure to the extent that it would no longer prevent the ingress of dirt etc|ball joint dust cover damaged, but preventing the ingress of dirt|5190
1095|4|535|N|Pre-EU Directive|ball joint dust cover excessively damaged so that it no longer prevents the ingress of dirt|Y|a ball joint dust cover missing or excessively damaged, deteriorated or insecure to the extent that it would no longer prevent the ingress of dirt etc|ball joint dust cover damaged, but preventing the ingress of dirt|5190
1095|5|535|N|Pre-EU Directive|ball joint dust cover excessively damaged so that it no longer prevents the ingress of dirt|Y|a ball joint dust cover missing or excessively damaged, deteriorated or insecure to the extent that it would no longer prevent the ingress of dirt etc|ball joint dust cover damaged, but preventing the ingress of dirt|5190
1095|7|535|N|Pre-EU Directive|ball joint dust cover excessively damaged so that it no longer prevents the ingress of dirt|Y|a ball joint dust cover missing or excessively damaged, deteriorated or insecure to the extent that it would no longer prevent the ingress of dirt etc|ball joint dust cover damaged, but preventing the ingress of dirt|5190
1096|3|5372|N|Pre-EU Directive|ball joint dust cover excessively deteriorated so that it no longer prevents the ingress of dirt|Y|a ball joint dust cover missing or excessively damaged, deteriorated or insecure to the extent that it would no longer prevent the ingress of dirt etc|ball joint dust cover deteriorated, but preventing the ingress of dirt|5190
1096|4|5372|N|Pre-EU Directive|ball joint dust cover excessively deteriorated so that it no longer prevents the ingress of dirt|Y|a ball joint dust cover missing or excessively damaged, deteriorated or insecure to the extent that it would no longer prevent the ingress of dirt etc|ball joint dust cover deteriorated, but preventing the ingress of dirt|5190
1096|5|5372|N|Pre-EU Directive|ball joint dust cover excessively deteriorated so that it no longer prevents the ingress of dirt|Y|a ball joint dust cover missing or excessively damaged, deteriorated or insecure to the extent that it would no longer prevent the ingress of dirt etc|ball joint dust cover deteriorated, but preventing the ingress of dirt|5190
1096|7|5372|N|Pre-EU Directive|ball joint dust cover excessively deteriorated so that it no longer prevents the ingress of dirt|Y|a ball joint dust cover missing or excessively damaged, deteriorated or insecure to the extent that it would no longer prevent the ingress of dirt etc|ball joint dust cover deteriorated, but preventing the ingress of dirt|5190
1097|3|5381|N|Pre-EU Directive|inappropriately repaired|Y|A suspension component with an inappropriate or inadequate repair or a modification which has seriously weakened the component.|repaired, but not inappropriately|5190
1097|4|5381|N|Pre-EU Directive|inappropriately repaired|Y|A suspension component with an inappropriate or inadequate repair or a modification which has seriously weakened the component.|repaired, but not inappropriately|5190
1097|5|5381|N|Pre-EU Directive|inappropriately repaired|Y|A suspension component with an inappropriate or inadequate repair or a modification which has seriously weakened the component.|repaired, but not inappropriately|5190
1097|7|5381|N|Pre-EU Directive|inappropriately repaired|Y|A suspension component with an inappropriate or inadequate repair or a modification which has seriously weakened the component.|repaired, but not inappropriately|5190
1098|3|5292|N|Pre-EU Directive|ball joint dust cover excessively deteriorated so that it no longer prevents the ingress of dirt|Y|a ball joint dust cover missing or excessively damaged, deteriorated or insecure to the extent that it would no longer prevent the ingress of dirt etc|ball joint dust cover deteriorated, but preventing the ingress of dirt|5190
1098|4|5292|N|Pre-EU Directive|ball joint dust cover excessively deteriorated so that it no longer prevents the ingress of dirt|Y|a ball joint dust cover missing or excessively damaged, deteriorated or insecure to the extent that it would no longer prevent the ingress of dirt etc|ball joint dust cover deteriorated, but preventing the ingress of dirt|5190
1098|5|5292|N|Pre-EU Directive|ball joint dust cover excessively deteriorated so that it no longer prevents the ingress of dirt|Y|a ball joint dust cover missing or excessively damaged, deteriorated or insecure to the extent that it would no longer prevent the ingress of dirt etc|ball joint dust cover deteriorated, but preventing the ingress of dirt|5190
1098|7|5292|N|Pre-EU Directive|ball joint dust cover excessively deteriorated so that it no longer prevents the ingress of dirt|Y|a ball joint dust cover missing or excessively damaged, deteriorated or insecure to the extent that it would no longer prevent the ingress of dirt etc|ball joint dust cover deteriorated, but preventing the ingress of dirt|5190
1099|3|5812|N|Pre-EU Directive|gaiter damaged to the extent that it no longer prevents the ingress of dirt etc|Y|A constant velocity joint gaiter missing or excessively damaged, deteriorated or insecure to the extent that it would no longer prevent the ingress of dirt etc|gaiter damaged, but preventing the ingress of dirt|5190
1099|4|5812|N|Pre-EU Directive|gaiter damaged to the extent that it no longer prevents the ingress of dirt etc|Y|A constant velocity joint gaiter missing or excessively damaged, deteriorated or insecure to the extent that it would no longer prevent the ingress of dirt etc|gaiter damaged, but preventing the ingress of dirt|5190
1099|5|5812|N|Pre-EU Directive|gaiter damaged to the extent that it no longer prevents the ingress of dirt etc|Y|A constant velocity joint gaiter missing or excessively damaged, deteriorated or insecure to the extent that it would no longer prevent the ingress of dirt etc|gaiter damaged, but preventing the ingress of dirt|5190
1099|7|5812|N|Pre-EU Directive|gaiter damaged to the extent that it no longer prevents the ingress of dirt etc|Y|A constant velocity joint gaiter missing or excessively damaged, deteriorated or insecure to the extent that it would no longer prevent the ingress of dirt etc|gaiter damaged, but preventing the ingress of dirt|5190
1100|4|515|N|Pre-EU Directive|warning indicates a malfunction|N|Electronic parking brake warning indicates a malfunction||5430
1100|5|515|N|Pre-EU Directive|warning indicates a malfunction|N|Electronic parking brake warning indicates a malfunction||5430
1100|7|515|N|Pre-EU Directive|warning indicates a malfunction|N|Electronic parking brake warning indicates a malfunction||5430
1101|4|524|N|Pre-EU Directive|bracket fractured and likely to fail|Y|an engine mounting bracket insecure, fractured or damaged to the extent that it is likely to fail.|bracket fractured but not likely to fail|5690
1101|5|524|N|Pre-EU Directive|bracket fractured and likely to fail|Y|an engine mounting bracket insecure, fractured or damaged to the extent that it is likely to fail.|bracket fractured but not likely to fail|5690
1101|7|524|N|Pre-EU Directive|bracket fractured and likely to fail|Y|an engine mounting bracket insecure, fractured or damaged to the extent that it is likely to fail.|bracket fractured but not likely to fail|5690
1102|5|526|Y|Pre-EU Directive|deteriorated to the extent that it is likely to be a trip hazard or cause injury.|N|An entrance or exit step damaged or deteriorated to the extent that it is likely to be a trip hazard or cause injury.|deteriorated, but not likely to be a trip hazard or cause injury.|5690
1103|5|527|Y|Pre-EU Directive|anti-slip provision insecure|N|A stair or its anti-slip provision insecure||5690
1104|5|527|Y|Pre-EU Directive|anti-slip provision deteriorated to the extent that it is likely to be a trip hazard or cause injury.|N|A stair or its anti-slip provision damaged or deteriorated to the extent that it is likely to be a trip hazard or cause injury.|anti-slip provision deteriorated, but not likely to be a trip hazard or cause injury.|5690
1105|5|527|Y|Pre-EU Directive|damaged to the extent that it is likely to be a trip hazard or cause injury.|N|A stair or its anti-slip provision damaged or deteriorated to the extent that it is likely to be a trip hazard or cause injury.|damaged, but not likely to be a trip hazard or cause injury.|5690
1106|5|527|Y|Pre-EU Directive|missing|N|A stair missing||5690
1107|3|5717|Y|Pre-EU Directive|fore and aft adjustment mechanism not functioning as intended.|N|The driver†s seat fore and aft adjustment mechanism not functioning as intended.||5690
1107|4|5717|Y|Pre-EU Directive|fore and aft adjustment mechanism not functioning as intended.|N|The driver†s seat fore and aft adjustment mechanism not functioning as intended.||5690
1107|5|5717|Y|Pre-EU Directive|fore and aft adjustment mechanism not functioning as intended.|N|The driver†s seat fore and aft adjustment mechanism not functioning as intended.||5690
1107|7|5717|Y|Pre-EU Directive|fore and aft adjustment mechanism not functioning as intended.|N|The driver†s seat fore and aft adjustment mechanism not functioning as intended.||5690
1108|3|5701|Y|Pre-EU Directive|catch insecure|Y|A door hinge, catch or pillar missing, insecure or deteriorated to the extent that a door cannot be readily opened or closed.||5690
1108|4|5701|Y|Pre-EU Directive|catch insecure|Y|A door hinge, catch or pillar missing, insecure or deteriorated to the extent that a door cannot be readily opened or closed.||5690
1108|5|5701|Y|Pre-EU Directive|catch insecure|Y|A door hinge, catch or pillar missing, insecure or deteriorated to the extent that a door cannot be readily opened or closed.||5690
1108|7|5701|Y|Pre-EU Directive|catch insecure|Y|A door hinge, catch or pillar missing, insecure or deteriorated to the extent that a door cannot be readily opened or closed.||5690
1109|3|5701|Y|Pre-EU Directive|pillar insecure|Y|A door hinge, catch or pillar missing, insecure or deteriorated to the extent that a door cannot be readily opened or closed.||5690
1109|4|5701|Y|Pre-EU Directive|pillar insecure|Y|A door hinge, catch or pillar missing, insecure or deteriorated to the extent that a door cannot be readily opened or closed.||5690
1109|5|5701|Y|Pre-EU Directive|pillar insecure|Y|A door hinge, catch or pillar missing, insecure or deteriorated to the extent that a door cannot be readily opened or closed.||5690
1109|7|5701|Y|Pre-EU Directive|pillar insecure|Y|A door hinge, catch or pillar missing, insecure or deteriorated to the extent that a door cannot be readily opened or closed.||5690
1110|3|5701|Y|Pre-EU Directive|hinge missing|Y|A door hinge, catch or pillar missing, insecure or deteriorated to the extent that a door cannot be readily opened or closed.||5690
1110|4|5701|Y|Pre-EU Directive|hinge missing|Y|A door hinge, catch or pillar missing, insecure or deteriorated to the extent that a door cannot be readily opened or closed.||5690
1110|5|5701|Y|Pre-EU Directive|hinge missing|Y|A door hinge, catch or pillar missing, insecure or deteriorated to the extent that a door cannot be readily opened or closed.||5690
1110|7|5701|Y|Pre-EU Directive|hinge missing|Y|A door hinge, catch or pillar missing, insecure or deteriorated to the extent that a door cannot be readily opened or closed.||5690
1111|3|5698|Y|Pre-EU Directive|catch deteriorated so the door cannot be readily opened or closed|N|A door hinge, catch or pillar missing, insecure or deteriorated to the extent that a door cannot be readily opened or closed.|catch deteriorated but the door can still be readily opened and closed|5690
1111|4|5698|Y|Pre-EU Directive|catch deteriorated so the door cannot be readily opened or closed|N|A door hinge, catch or pillar missing, insecure or deteriorated to the extent that a door cannot be readily opened or closed.|catch deteriorated but the door can still be readily opened and closed|5690
1111|5|5698|Y|Pre-EU Directive|catch deteriorated so the door cannot be readily opened or closed|N|A door hinge, catch or pillar missing, insecure or deteriorated to the extent that a door cannot be readily opened or closed.|catch deteriorated but the door can still be readily opened and closed|5690
1111|7|5698|Y|Pre-EU Directive|catch deteriorated so the door cannot be readily opened or closed|N|A door hinge, catch or pillar missing, insecure or deteriorated to the extent that a door cannot be readily opened or closed.|catch deteriorated but the door can still be readily opened and closed|5690
1112|3|5700|Y|Pre-EU Directive|catch insecure|N|A door hinge, catch or pillar missing, insecure or deteriorated to the extent that a door cannot be readily opened or closed.||5690
1112|4|5700|Y|Pre-EU Directive|catch insecure|N|A door hinge, catch or pillar missing, insecure or deteriorated to the extent that a door cannot be readily opened or closed.||5690
1112|5|5700|Y|Pre-EU Directive|catch insecure|N|A door hinge, catch or pillar missing, insecure or deteriorated to the extent that a door cannot be readily opened or closed.||5690
1112|7|5700|Y|Pre-EU Directive|catch insecure|N|A door hinge, catch or pillar missing, insecure or deteriorated to the extent that a door cannot be readily opened or closed.||5690
1113|3|5700|Y|Pre-EU Directive|hinge deteriorated so the door cannot be readily opened or closed|N|A door hinge, catch or pillar missing, insecure or deteriorated to the extent that a door cannot be readily opened or closed.|hinge deteriorated but the door can still be readily opened and closed|5690
1113|4|5700|Y|Pre-EU Directive|hinge deteriorated so the door cannot be readily opened or closed|N|A door hinge, catch or pillar missing, insecure or deteriorated to the extent that a door cannot be readily opened or closed.|hinge deteriorated but the door can still be readily opened and closed|5690
1113|5|5700|Y|Pre-EU Directive|hinge deteriorated so the door cannot be readily opened or closed|N|A door hinge, catch or pillar missing, insecure or deteriorated to the extent that a door cannot be readily opened or closed.|hinge deteriorated but the door can still be readily opened and closed|5690
1113|7|5700|Y|Pre-EU Directive|hinge deteriorated so the door cannot be readily opened or closed|N|A door hinge, catch or pillar missing, insecure or deteriorated to the extent that a door cannot be readily opened or closed.|hinge deteriorated but the door can still be readily opened and closed|5690
1114|3|5700|Y|Pre-EU Directive|pillar deteriorated so the door cannot be readily opened or closed|N|A door hinge, catch or pillar missing, insecure or deteriorated to the extent that a door cannot be readily opened or closed.|pillar deteriorated but the door can still be readily opened and closed|5690
1114|4|5700|Y|Pre-EU Directive|pillar deteriorated so the door cannot be readily opened or closed|N|A door hinge, catch or pillar missing, insecure or deteriorated to the extent that a door cannot be readily opened or closed.|pillar deteriorated but the door can still be readily opened and closed|5690
1114|5|5700|Y|Pre-EU Directive|pillar deteriorated so the door cannot be readily opened or closed|N|A door hinge, catch or pillar missing, insecure or deteriorated to the extent that a door cannot be readily opened or closed.|pillar deteriorated but the door can still be readily opened and closed|5690
1114|7|5700|Y|Pre-EU Directive|pillar deteriorated so the door cannot be readily opened or closed|N|A door hinge, catch or pillar missing, insecure or deteriorated to the extent that a door cannot be readily opened or closed.|pillar deteriorated but the door can still be readily opened and closed|5690
1115|5|529|Y|Pre-EU Directive|damaged and likely to cause injury|N|A passenger entrance or exit door damaged or deteriorated so that it is likely to cause injury|damaged but not likely to cause injury|5690
1116|5|529|Y|Pre-EU Directive|emergency control inoperative|N|A passenger entrance or exit door emergency or remote control inoperative||5690
1117|5|529|Y|Pre-EU Directive|remote control inoperative|N|A passenger entrance or exit door emergency or remote control inoperative||5690
1118|5|2700|Y|Pre-EU Directive|window cannot be opened from outside the vehicle|N|An emergency exit cannot be opened from both inside and outside the vehicle from the relevant control in each case||5690
1119|5|2700|Y|Pre-EU Directive|sign missing|N|An emergency exit sign missing or illegible||5690
1120|5|2700|Y|Pre-EU Directive|sign illegible|N|An emergency exit sign missing or illegible|sign deteriorated but still legible|5690
1121|5|5731|N|Pre-EU Directive|tailpipe positioned so that fumes are likely to enter driver's cab|N|An exhaust tailpipe positioned so that fumes are likely to enter the driver's or passenger area.||5730
1122|3|5744|N|Pre-EU Directive|insecure|N|A fuel system component insecure||5730
1122|4|5744|N|Pre-EU Directive|insecure|N|A fuel system component insecure||5730
1122|5|5744|N|Pre-EU Directive|insecure|N|A fuel system component insecure||5730
1122|7|5744|N|Pre-EU Directive|insecure|N|A fuel system component insecure||5730
1123|3|1006|Y|Pre-EU Directive|seriously damaged affecting the rear view|Y|An obligatory mirror or indirect vision device obscured, damaged or deteriorated so that the view to the rear is seriously impaired|damaged, but not seriously affecting the rear view|5750
1123|4|1006|Y|Pre-EU Directive|seriously damaged affecting the rear view|Y|An obligatory mirror or indirect vision device obscured, damaged or deteriorated so that the view to the rear is seriously impaired|damaged, but not seriously affecting the rear view|5750
1123|5|1006|Y|Pre-EU Directive|seriously damaged affecting the rear view|Y|An obligatory mirror or indirect vision device obscured, damaged or deteriorated so that the view to the rear is seriously impaired|damaged, but not seriously affecting the rear view|5750
1123|7|1006|Y|Pre-EU Directive|seriously damaged affecting the rear view|Y|An obligatory mirror or indirect vision device obscured, damaged or deteriorated so that the view to the rear is seriously impaired|damaged, but not seriously affecting the rear view|5750
1124|3|1006|Y|Pre-EU Directive|missing|Y|An obligatory mirror or indirect vision device missing or insecure.||5750
1124|4|1006|Y|Pre-EU Directive|missing|Y|An obligatory mirror or indirect vision device missing or insecure.||5750
1124|5|1006|Y|Pre-EU Directive|missing|Y|An obligatory mirror or indirect vision device missing or insecure.||5750
1124|7|1006|Y|Pre-EU Directive|missing|Y|An obligatory mirror or indirect vision device missing or insecure.||5750
1125|3|5525|N|Pre-EU Directive|component missing|N|An ABS or ESC system component obviously missing or excessively damaged. ||5430
1125|4|5525|N|Pre-EU Directive|component missing|N|An ABS or ESC system component obviously missing or excessively damaged. ||5430
1125|5|5525|N|Pre-EU Directive|component missing|N|An ABS or ESC system component obviously missing or excessively damaged. ||5430
1125|7|5525|N|Pre-EU Directive|component missing|N|An ABS or ESC system component obviously missing or excessively damaged. ||5430
1126|4|533|N|Pre-EU Directive|component missing|N|An ABS or ESC system component obviously missing or excessively damaged. ||5430
1126|5|533|N|Pre-EU Directive|component missing|N|An ABS or ESC system component obviously missing or excessively damaged. ||5430
1126|7|533|N|Pre-EU Directive|component missing|N|An ABS or ESC system component obviously missing or excessively damaged. ||5430
1127|4|533|N|Pre-EU Directive|switch insecure|N|An ESC system switch missing, insecure or faulty||5430
1127|5|533|N|Pre-EU Directive|switch insecure|N|An ESC system switch missing, insecure or faulty||5430
1127|7|533|N|Pre-EU Directive|switch insecure|N|An ESC system switch missing, insecure or faulty||5430
1128|3|5351|N|Pre-EU Directive|damaged and seriously weakened|Y|Anti roll bar damaged, corroded or worn to such an extent that its strength is seriously reduced|damaged but not seriously weakened|5190
1128|4|5351|N|Pre-EU Directive|damaged and seriously weakened|Y|Anti roll bar damaged, corroded or worn to such an extent that its strength is seriously reduced|damaged but not seriously weakened|5190
1128|5|5351|N|Pre-EU Directive|damaged and seriously weakened|Y|Anti roll bar damaged, corroded or worn to such an extent that its strength is seriously reduced|damaged but not seriously weakened|5190
1128|7|5351|N|Pre-EU Directive|damaged and seriously weakened|Y|Anti roll bar damaged, corroded or worn to such an extent that its strength is seriously reduced|damaged but not seriously weakened|5190
1129|3|5354|N|Pre-EU Directive|damaged and seriously weakened|Y|anti roll bar linkage damaged, corroded or worn to such an extent that its strength is seriously reduced|damaged but not seriously weakened|5190
1129|4|5354|N|Pre-EU Directive|damaged and seriously weakened|Y|anti roll bar linkage damaged, corroded or worn to such an extent that its strength is seriously reduced|damaged but not seriously weakened|5190
1129|5|5354|N|Pre-EU Directive|damaged and seriously weakened|Y|anti roll bar linkage damaged, corroded or worn to such an extent that its strength is seriously reduced|damaged but not seriously weakened|5190
1129|7|5354|N|Pre-EU Directive|damaged and seriously weakened|Y|anti roll bar linkage damaged, corroded or worn to such an extent that its strength is seriously reduced|damaged but not seriously weakened|5190
1130|3|5371|N|Pre-EU Directive|damaged and seriously weakened|Y|A sub frame damaged, corroded or worn to such an extent that its strength is seriously reduced|damaged but not seriously weakened|5190
1130|4|5371|N|Pre-EU Directive|damaged and seriously weakened|Y|A sub frame damaged, corroded or worn to such an extent that its strength is seriously reduced|damaged but not seriously weakened|5190
1130|5|5371|N|Pre-EU Directive|damaged and seriously weakened|Y|A sub frame damaged, corroded or worn to such an extent that its strength is seriously reduced|damaged but not seriously weakened|5190
1130|7|5371|N|Pre-EU Directive|damaged and seriously weakened|Y|A sub frame damaged, corroded or worn to such an extent that its strength is seriously reduced|damaged but not seriously weakened|5190
1131|3|503|Y|Pre-EU Directive|assembly inappropriately modified|N|A towbar assembly inappropriately repaired or modified such that it is likely to adversely affect the roadworthiness of the vehicle/trailer combination|assembly modified but not inappropriately|501
1131|4|503|Y|Pre-EU Directive|assembly inappropriately modified|N|A towbar assembly inappropriately repaired or modified such that it is likely to adversely affect the roadworthiness of the vehicle/trailer combination|assembly modified but not inappropriately|501
